timeframe,setup,rr,feature,bucket,trades,wins,losses,win_rate_pct_num,win_rate_pct
1h,PFR,1.0,vol_z,top20,81,53,28,65.4320987654321,"65,4%"
1h,PFR,1.0,body,top15,61,39,22,63.934426229508205,"63,9%"
1h,PFR,1.0,bars_since_new_high,top10,44,28,16,63.63636363636363,"63,6%"
1h,PFR,1.0,context_bars_since_extreme,top10,44,28,16,63.63636363636363,"63,6%"
1h,PFR,1.0,clv,top10,41,26,15,63.41463414634146,"63,4%"
1h,PFR,1.0,vol_z,top10,41,26,15,63.41463414634146,"63,4%"
1h,DL,1.0,vol_z,quartile_3,46,29,17,63.04347826086957,"63,0%"
1h,PFR,1.0,range,top15,61,38,23,62.295081967213115,"62,3%"
1h,PFR,1.0,vol_z,top15,61,38,23,62.295081967213115,"62,3%"
1h,DL,1.0,lower_wick_pct,top20,37,23,14,62.16216216216216,"62,2%"
1h,DL,1.0,vol_z,top20,37,23,14,62.16216216216216,"62,2%"
1h,DL,1.0,vol_z,top25,47,29,18,61.702127659574465,"61,7%"
1h,PFR,1.0,body,top10,41,25,16,60.97560975609756,"61,0%"
1h,PFR,1.0,upper_wick_pct,low10,41,25,16,60.97560975609756,"61,0%"
1h,PFR,1.0,pos_in_range_n,top10,41,25,16,60.97560975609756,"61,0%"
1h,PFR,1.0,dist_to_high_n_pct,low10,41,25,16,60.97560975609756,"61,0%"
1h,DL,1.0,clv,quartile_2,46,28,18,60.86956521739131,"60,9%"
1h,DL,1.0,lower_wick_pct,top40,74,45,29,60.810810810810814,"60,8%"
1h,PFR,1.0,range_pct,top25,102,62,40,60.78431372549019,"60,8%"
1h,PFR,1.0,vol_z,top25,102,62,40,60.78431372549019,"60,8%"
1h,DL,1.0,lower_wick_pct,top30,56,34,22,60.71428571428571,"60,7%"
1h,DL,1.0,vol_z,top30,56,34,22,60.71428571428571,"60,7%"
1h,PFR,1.0,range,top20,81,49,32,60.49382716049383,"60,5%"
1h,PFR,1.0,range_pct,quartile_3,101,61,40,60.396039603960396,"60,4%"
1h,PFR,1.0,vol_z,quartile_3,101,61,40,60.396039603960396,"60,4%"
1h,PFR,1.0,bars_since_new_high,top15,62,37,25,59.67741935483871,"59,7%"
1h,PFR,1.0,context_bars_since_extreme,top15,62,37,25,59.67741935483871,"59,7%"
1h,DL,1.0,lower_wick_pct,top25,47,28,19,59.57446808510638,"59,6%"
1h,DL,1.0,ret_3_pct,top20,37,22,15,59.45945945945946,"59,5%"
1h,DL,1.0,pullback_from_new_high_pct,top20,37,22,15,59.45945945945946,"59,5%"
1h,DL,1.0,context_pullback_pct,top20,37,22,15,59.45945945945946,"59,5%"
1h,PFR,1.0,slope_strength,quartile_3,101,60,41,59.4059405940594,"59,4%"
1h,PFR,1.0,body,quartile_3,101,60,41,59.4059405940594,"59,4%"
1h,PFR,1.0,range_pct,top20,81,48,33,59.25925925925925,"59,3%"
1h,PFR,1.0,body,top20,81,48,33,59.25925925925925,"59,3%"
1h,PFR,1.0,body_pct,top20,81,48,33,59.25925925925925,"59,3%"
1h,PFR,1.0,ret_1_pct,top20,81,48,33,59.25925925925925,"59,3%"
1h,DL,1.0,vol_z,top50,93,55,38,59.13978494623656,"59,1%"
1h,PFR,1.0,range_pct,top15,61,36,25,59.01639344262295,"59,0%"
1h,PFR,1.5,clv,top10,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.5,dist_to_high_n_pct,low10,39,23,16,58.97435897435898,"59,0%"
1h,DL,1.0,lower_wick,top30,56,33,23,58.92857142857143,"58,9%"
1h,PFR,1.0,slope_strength,top25,102,60,42,58.82352941176471,"58,8%"
1h,PFR,1.0,body,top25,102,60,42,58.82352941176471,"58,8%"
1h,PFR,1.0,body_pct,top25,102,60,42,58.82352941176471,"58,8%"
1h,PFR,1.0,ret_1_pct,top25,102,60,42,58.82352941176471,"58,8%"
1h,DL,1.0,lower_wick,quartile_3,46,27,19,58.69565217391305,"58,7%"
1h,DL,1.0,lower_wick_pct,quartile_3,46,27,19,58.69565217391305,"58,7%"
1h,PFR,1.0,slope_strength,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,range,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,range_pct,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,body_pct,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,upper_wick,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,ret_1_pct,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,ret_5_pct,top10,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,ma_gap_pct,quartile_2,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,range,quartile_3,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,body_pct,quartile_3,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,ret_1_pct,quartile_3,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,vol_z,top30,122,71,51,58.19672131147541,"58,2%"
1h,DL,1.0,lower_wick,top40,74,43,31,58.108108108108105,"58,1%"
1h,DL,1.0,vol_z,top40,74,43,31,58.108108108108105,"58,1%"
1h,DL,1.0,clv,top50,93,54,39,58.06451612903226,"58,1%"
1h,PFR,1.0,range,top25,102,59,43,57.84313725490197,"57,8%"
1h,DL,1.0,dist_to_sma80_pct,top25,47,27,20,57.446808510638306,"57,4%"
1h,DL,1.0,lower_wick,top25,47,27,20,57.446808510638306,"57,4%"
1h,DL,1.0,clv,top25,47,27,20,57.446808510638306,"57,4%"
1h,DL,1.0,ret_3_pct,top25,47,27,20,57.446808510638306,"57,4%"
1h,PFR,1.0,dist_to_sma80_pct,quartile_2,101,58,43,57.42574257425742,"57,4%"
1h,PFR,1.0,body,top40,162,93,69,57.407407407407405,"57,4%"
1h,PFR,1.0,range_pct,top30,122,70,52,57.377049180327866,"57,4%"
1h,PFR,1.0,body_pct,top15,61,35,26,57.377049180327866,"57,4%"
1h,PFR,1.0,upper_wick,top15,61,35,26,57.377049180327866,"57,4%"
1h,PFR,1.0,upper_wick_pct,top15,61,35,26,57.377049180327866,"57,4%"
1h,PFR,1.0,ret_1_pct,top15,61,35,26,57.377049180327866,"57,4%"
1h,DL,1.0,ma_gap_pct,top30,56,32,24,57.14285714285714,"57,1%"
1h,DL,1.0,dist_to_sma80_pct,top30,56,32,24,57.14285714285714,"57,1%"
1h,DL,1.0,ret_3_pct,top30,56,32,24,57.14285714285714,"57,1%"
1h,DL,1.0,rsi,top30,56,32,24,57.14285714285714,"57,1%"
1h,DL,1.0,pos_in_range_n,top30,56,32,24,57.14285714285714,"57,1%"
1h,PFR,1.0,vol_z,top40,162,92,70,56.79012345679012,"56,8%"
1h,PFR,1.0,slope_strength,top20,81,46,35,56.79012345679012,"56,8%"
1h,DL,1.0,dist_to_sma80_pct,top40,74,42,32,56.75675675675676,"56,8%"
1h,DL,1.0,ret_3_pct,top40,74,42,32,56.75675675675676,"56,8%"
1h,DL,1.0,rsi,top40,74,42,32,56.75675675675676,"56,8%"
1h,DL,1.0,range_pct,top20,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,lower_wick,top20,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,rsi,top20,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,pos_in_range_n,top20,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,dist_to_high_n_pct,top20,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,dist_to_low_n_pct,top20,37,21,16,56.75675675675676,"56,8%"
1h,PFR,1.0,body,top30,122,69,53,56.557377049180324,"56,6%"
1h,PFR,1.0,body_pct,top30,122,69,53,56.557377049180324,"56,6%"
1h,PFR,1.0,ret_1_pct,top30,122,69,53,56.557377049180324,"56,6%"
1h,PFR,1.0,pos_in_range_n,top30,122,69,53,56.557377049180324,"56,6%"
1h,DL,1.0,ma_gap_pct,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,dist_to_sma80_pct,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,slope_strength,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,clv,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,ret_3_pct,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,rsi,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,pos_in_range_n,quartile_3,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,vol_z,quartile_2,46,26,20,56.52173913043478,"56,5%"
1h,PFR,1.0,sma8,quartile_2,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_high_20,quartile_2,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_low_20,quartile_2,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.5,upper_wick_pct,low10,39,22,17,56.41025641025641,"56,4%"
1h,PFR,1.5,vol_z,top10,39,22,17,56.41025641025641,"56,4%"
1h,PFR,1.0,bars_since_new_high,top25,103,58,45,56.310679611650485,"56,3%"
1h,PFR,1.0,context_bars_since_extreme,top25,103,58,45,56.310679611650485,"56,3%"
1h,PFR,1.0,bars_since_new_high,quartile_3,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,context_bars_since_extreme,quartile_3,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,lower_wick_pct,top10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,ret_3_pct,low10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,ret_3_pct,top10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,rsi,top10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,pos_in_range_n,low10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,pullback_from_new_high_pct,top10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,context_pullback_pct,top10,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,body,top60,243,136,107,55.96707818930041,"56,0%"
1h,DL,1.0,lower_wick_pct,top50,93,52,41,55.91397849462365,"55,9%"
1h,DL,1.0,lower_wick_pct,top60,111,62,49,55.85585585585585,"55,9%"
1h,DL,1.0,vol_z,top60,111,62,49,55.85585585585585,"55,9%"
1h,PFR,1.0,rsi,top30,122,68,54,55.73770491803278,"55,7%"
1h,PFR,1.0,lower_wick_pct,top15,61,34,27,55.73770491803278,"55,7%"
1h,PFR,1.0,clv,top15,61,34,27,55.73770491803278,"55,7%"
1h,PFR,1.0,rsi,low15,61,34,27,55.73770491803278,"55,7%"
1h,PFR,1.0,rsi,top15,61,34,27,55.73770491803278,"55,7%"
1h,PFR,1.0,body,top50,203,113,90,55.66502463054187,"55,7%"
1h,PFR,1.0,lower_wick_pct,top20,81,45,36,55.55555555555556,"55,6%"
1h,PFR,1.0,pos_in_range_n,low20,81,45,36,55.55555555555556,"55,6%"
1h,DL,1.5,pos_in_range_n,quartile_3,45,25,20,55.55555555555556,"55,6%"
1h,DL,1.5,pos_in_range_n,top25,45,25,20,55.55555555555556,"55,6%"
1h,DL,1.5,pos_in_range_n,top20,36,20,16,55.55555555555556,"55,6%"
1h,PFR,1.0,sma80,quartile_2,101,56,45,55.44554455445545,"55,4%"
1h,DL,1.0,ma_gap_pct,top40,74,41,33,55.4054054054054,"55,4%"
1h,DL,1.0,range_pct,top40,74,41,33,55.4054054054054,"55,4%"
1h,DL,1.0,clv,top40,74,41,33,55.4054054054054,"55,4%"
1h,DL,1.0,ret_5_pct,top40,74,41,33,55.4054054054054,"55,4%"
1h,DL,1.0,range_pct,top30,56,31,25,55.35714285714286,"55,4%"
1h,DL,1.0,dist_to_low_n_pct,top30,56,31,25,55.35714285714286,"55,4%"
1h,DL,1.0,ma_gap_pct,top25,47,26,21,55.319148936170215,"55,3%"
1h,DL,1.0,slope_strength,top25,47,26,21,55.319148936170215,"55,3%"
1h,DL,1.0,range_pct,top25,47,26,21,55.319148936170215,"55,3%"
1h,DL,1.0,rsi,top25,47,26,21,55.319148936170215,"55,3%"
1h,DL,1.0,pos_in_range_n,top25,47,26,21,55.319148936170215,"55,3%"
1h,DL,1.0,dist_to_low_n_pct,top25,47,26,21,55.319148936170215,"55,3%"
1h,PFR,2.0,clv,top10,38,21,17,55.26315789473685,"55,3%"
1h,PFR,1.0,vol_z,top50,203,112,91,55.172413793103445,"55,2%"
1h,DL,1.0,rsi,top60,111,61,50,54.95495495495496,"55,0%"
1h,PFR,1.0,body_pct,top40,162,89,73,54.93827160493827,"54,9%"
1h,PFR,1.0,ret_1_pct,top40,162,89,73,54.93827160493827,"54,9%"
1h,PFR,1.0,range,top30,122,67,55,54.91803278688525,"54,9%"
1h,PFR,1.0,rsi,low30,122,67,55,54.91803278688525,"54,9%"
1h,PFR,1.0,pos_in_range_n,quartile_0,102,56,46,54.90196078431373,"54,9%"
1h,PFR,1.0,pos_in_range_n,low25,102,56,46,54.90196078431373,"54,9%"
1h,PFR,1.0,pos_in_range_n,top25,102,56,46,54.90196078431373,"54,9%"
1h,PFR,1.0,bars_since_new_high,top20,86,47,39,54.65116279069767,"54,7%"
1h,PFR,1.0,context_bars_since_extreme,top20,86,47,39,54.65116279069767,"54,7%"
1h,PFR,1.0,atr_pct,quartile_2,101,55,46,54.45544554455446,"54,5%"
1h,PFR,1.0,clv,quartile_1,101,55,46,54.45544554455446,"54,5%"
1h,PFR,1.0,ret_5_pct,quartile_1,101,55,46,54.45544554455446,"54,5%"
1h,PFR,1.0,pos_in_range_n,quartile_3,101,55,46,54.45544554455446,"54,5%"
1h,DL,1.0,sma80,quartile_1,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,atr,quartile_1,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,atr_pct,quartile_2,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,range,quartile_2,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,range_pct,quartile_3,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,lower_wick_pct,quartile_2,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,ret_5_pct,quartile_2,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,dist_to_low_n_pct,quartile_3,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,pullback_from_new_high_pct,quartile_3,46,25,21,54.347826086956516,"54,3%"
1h,DL,1.0,context_pullback_pct,quartile_3,46,25,21,54.347826086956516,"54,3%"
1h,PFR,1.0,slope_strength,top15,61,33,28,54.09836065573771,"54,1%"
1h,PFR,1.0,pos_in_range_n,top15,61,33,28,54.09836065573771,"54,1%"
1h,PFR,1.0,pullback_from_new_high_pct,top15,61,33,28,54.09836065573771,"54,1%"
1h,PFR,1.0,context_pullback_pct,top15,61,33,28,54.09836065573771,"54,1%"
1h,DL,1.0,dist_to_low_n_pct,top40,74,40,34,54.054054054054056,"54,1%"
1h,DL,1.0,ma_gap_pct,top20,37,20,17,54.054054054054056,"54,1%"
1h,DL,1.0,dist_to_sma80_pct,top20,37,20,17,54.054054054054056,"54,1%"
1h,DL,1.0,slope_strength,top20,37,20,17,54.054054054054056,"54,1%"
1h,DL,1.0,body_pct,top20,37,20,17,54.054054054054056,"54,1%"
1h,DL,1.0,clv,top20,37,20,17,54.054054054054056,"54,1%"
1h,DL,1.0,ret_1_pct,low20,37,20,17,54.054054054054056,"54,1%"
1h,PFR,1.0,upper_wick,top25,102,55,47,53.92156862745098,"53,9%"
1h,PFR,1.0,rsi,quartile_0,102,55,47,53.92156862745098,"53,9%"
1h,PFR,1.0,rsi,low25,102,55,47,53.92156862745098,"53,9%"
1h,PFR,1.0,rsi,top25,102,55,47,53.92156862745098,"53,9%"
1h,PFR,1.0,dist_to_high_n_pct,quartile_0,102,55,47,53.92156862745098,"53,9%"
1h,PFR,1.0,dist_to_high_n_pct,low25,102,55,47,53.92156862745098,"53,9%"
1h,DL,1.0,bars_since_new_high,top20,52,28,24,53.84615384615385,"53,8%"
1h,DL,1.0,bars_since_new_high,top25,52,28,24,53.84615384615385,"53,8%"
1h,DL,1.0,context_bars_since_extreme,top20,52,28,24,53.84615384615385,"53,8%"
1h,DL,1.0,context_bars_since_extreme,top25,52,28,24,53.84615384615385,"53,8%"
1h,PFR,1.5,range_pct,top10,39,21,18,53.84615384615385,"53,8%"
1h,PFR,1.5,pos_in_range_n,top10,39,21,18,53.84615384615385,"53,8%"
1h,PFR,1.5,bars_since_new_high,top10,39,21,18,53.84615384615385,"53,8%"
1h,PFR,1.5,context_bars_since_extreme,top10,39,21,18,53.84615384615385,"53,8%"
1h,DL,1.0,sma80,low50,93,50,43,53.76344086021505,"53,8%"
1h,DL,1.0,dist_to_sma80_pct,top50,93,50,43,53.76344086021505,"53,8%"
1h,DL,1.0,lower_wick,top50,93,50,43,53.76344086021505,"53,8%"
1h,DL,1.0,ret_5_pct,top50,93,50,43,53.76344086021505,"53,8%"
1h,DL,1.0,rsi,top50,93,50,43,53.76344086021505,"53,8%"
1h,PFR,1.0,range,top40,162,87,75,53.70370370370371,"53,7%"
1h,PFR,1.0,range_pct,top40,162,87,75,53.70370370370371,"53,7%"
1h,DL,1.5,pos_in_range_n,top30,54,29,25,53.70370370370371,"53,7%"
1h,PFR,1.0,lower_wick,top10,41,22,19,53.65853658536586,"53,7%"
1h,PFR,1.0,upper_wick_pct,top10,41,22,19,53.65853658536586,"53,7%"
1h,PFR,1.0,rsi,low10,41,22,19,53.65853658536586,"53,7%"
1h,PFR,1.0,dist_to_low_n_pct,top10,41,22,19,53.65853658536586,"53,7%"
1h,PFR,1.0,pullback_from_new_high_pct,low10,41,22,19,53.65853658536586,"53,7%"
1h,PFR,1.0,context_pullback_pct,low10,41,22,19,53.65853658536586,"53,7%"
1h,DL,1.0,clv,top30,56,30,26,53.57142857142857,"53,6%"
1h,DL,1.0,ret_5_pct,top30,56,30,26,53.57142857142857,"53,6%"
1h,PFR,1.0,sma80,quartile_1,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,upper_wick,quartile_3,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,upper_wick_pct,quartile_3,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,lower_wick_pct,quartile_1,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,lower_wick_pct,quartile_3,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,rsi,quartile_3,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,pullback_from_new_high_pct,quartile_2,101,54,47,53.46534653465347,"53,5%"
1h,PFR,1.0,context_pullback_pct,quartile_2,101,54,47,53.46534653465347,"53,5%"
1h,DL,1.0,body,quartile_1,45,24,21,53.333333333333336,"53,3%"
1h,DL,1.5,ret_3_pct,quartile_3,45,24,21,53.333333333333336,"53,3%"
1h,DL,1.5,ret_3_pct,top25,45,24,21,53.333333333333336,"53,3%"
1h,PFR,1.0,slope_strength,top30,122,65,57,53.278688524590166,"53,3%"
1h,PFR,1.0,lower_wick,top30,122,65,57,53.278688524590166,"53,3%"
1h,DL,1.0,sma8,quartile_0,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,sma8,low25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,sma80,quartile_0,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,sma80,low25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,slope_strength,quartile_0,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,slope_strength,low25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,ret_5_pct,top25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,rolling_high_20,quartile_0,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,rolling_high_20,low25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,rolling_low_20,quartile_0,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,rolling_low_20,low25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,dist_to_high_n_pct,top25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,pullback_from_new_high_pct,top25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,context_pullback_pct,top25,47,25,22,53.191489361702125,"53,2%"
1h,DL,1.0,range_pct,top60,111,59,52,53.153153153153156,"53,2%"
1h,PFR,1.0,body_pct,top60,243,129,114,53.086419753086425,"53,1%"
1h,PFR,1.0,ret_1_pct,top60,243,129,114,53.086419753086425,"53,1%"
1h,PFR,1.0,lower_wick,top40,162,86,76,53.086419753086425,"53,1%"
1h,PFR,1.0,upper_wick_pct,top20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,clv,top20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,rsi,low20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,pos_in_range_n,top20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,dist_to_high_n_pct,low20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,pullback_from_new_high_pct,top20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,context_pullback_pct,top20,81,43,38,53.086419753086425,"53,1%"
1h,PFR,1.0,upper_wick_pct,top25,102,54,48,52.94117647058824,"52,9%"
1h,PFR,1.0,lower_wick_pct,top25,102,54,48,52.94117647058824,"52,9%"
1h,PFR,1.0,clv,top25,102,54,48,52.94117647058824,"52,9%"
1h,DL,1.5,ret_3_pct,top20,36,19,17,52.77777777777778,"52,8%"
1h,PFR,3.0,clv,top10,36,19,17,52.77777777777778,"52,8%"
1h,PFR,1.0,body_pct,top50,203,107,96,52.70935960591133,"52,7%"
1h,PFR,1.0,lower_wick,top50,203,107,96,52.70935960591133,"52,7%"
1h,PFR,1.0,ret_1_pct,top50,203,107,96,52.70935960591133,"52,7%"
1h,DL,1.0,atr,low40,74,39,35,52.702702702702695,"52,7%"
1h,DL,1.0,pos_in_range_n,top40,74,39,35,52.702702702702695,"52,7%"
1h,DL,1.0,atr,low50,93,49,44,52.68817204301075,"52,7%"
1h,DL,1.0,range_pct,top50,93,49,44,52.68817204301075,"52,7%"
1h,DL,1.0,rolling_high_20,low50,93,49,44,52.68817204301075,"52,7%"
1h,DL,1.0,rolling_low_20,low50,93,49,44,52.68817204301075,"52,7%"
1h,PFR,1.0,sma8,top60,243,128,115,52.674897119341566,"52,7%"
1h,PFR,1.0,lower_wick,top60,243,128,115,52.674897119341566,"52,7%"
1h,PFR,1.0,rolling_high_20,top60,243,128,115,52.674897119341566,"52,7%"
1h,DL,1.0,bars_since_new_high,low10,38,20,18,52.63157894736842,"52,6%"
1h,DL,1.0,bars_since_new_high,low15,38,20,18,52.63157894736842,"52,6%"
1h,DL,1.0,bars_since_new_high,low20,38,20,18,52.63157894736842,"52,6%"
1h,DL,1.0,context_bars_since_extreme,low10,38,20,18,52.63157894736842,"52,6%"
1h,DL,1.0,context_bars_since_extreme,low15,38,20,18,52.63157894736842,"52,6%"
1h,DL,1.0,context_bars_since_extreme,low20,38,20,18,52.63157894736842,"52,6%"
1h,PFR,2.0,upper_wick_pct,low10,38,20,18,52.63157894736842,"52,6%"
1h,PFR,1.5,range,top15,59,31,28,52.54237288135594,"52,5%"
1h,PFR,1.0,body,quartile_2,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,lower_wick,quartile_2,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,lower_wick,quartile_3,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,clv,quartile_3,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,rolling_high_20,quartile_1,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,rolling_low_20,quartile_1,101,53,48,52.475247524752476,"52,5%"
1h,PFR,1.0,pos_in_range_n,top40,162,85,77,52.46913580246913,"52,5%"
1h,PFR,1.0,upper_wick,top30,122,64,58,52.459016393442624,"52,5%"
1h,PFR,1.0,clv,top30,122,64,58,52.459016393442624,"52,5%"
1h,PFR,1.0,dist_to_high_n_pct,low30,122,64,58,52.459016393442624,"52,5%"
1h,PFR,1.0,slope_strength,low15,61,32,29,52.459016393442624,"52,5%"
1h,PFR,1.0,atr,top15,61,32,29,52.459016393442624,"52,5%"
1h,PFR,1.0,ret_3_pct,top15,61,32,29,52.459016393442624,"52,5%"
1h,PFR,1.0,pos_in_range_n,low15,61,32,29,52.459016393442624,"52,5%"
1h,PFR,1.0,vol_z,low15,61,32,29,52.459016393442624,"52,5%"
1h,PFR,1.0,sma80,top60,243,127,116,52.2633744855967,"52,3%"
1h,PFR,1.0,dist_to_sma80_pct,top60,243,127,116,52.2633744855967,"52,3%"
1h,PFR,1.0,rolling_low_20,top60,243,127,116,52.2633744855967,"52,3%"
1h,PFR,1.0,vol_z,top60,243,127,116,52.2633744855967,"52,3%"
1h,DL,1.0,lower_wick,top60,111,58,53,52.25225225225225,"52,3%"
1h,DL,1.0,ret_3_pct,top60,111,58,53,52.25225225225225,"52,3%"
1h,PFR,1.0,ma_gap_pct,top50,203,106,97,52.21674876847291,"52,2%"
1h,PFR,1.0,range,top50,203,106,97,52.21674876847291,"52,2%"
1h,DL,1.0,range_pct,quartile_2,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,body,quartile_2,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,body_pct,quartile_3,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,upper_wick,quartile_1,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,ret_5_pct,quartile_3,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,rolling_high_20,quartile_1,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,rolling_low_20,quartile_1,46,24,22,52.17391304347826,"52,2%"
1h,DL,1.0,dist_to_high_n_pct,quartile_3,46,24,22,52.17391304347826,"52,2%"
1h,PFR,1.0,atr,top25,102,53,49,51.9607843137255,"52,0%"
1h,PFR,1.0,lower_wick,top25,102,53,49,51.9607843137255,"52,0%"
1h,PFR,1.0,ret_5_pct,top25,102,53,49,51.9607843137255,"52,0%"
1h,PFR,1.0,range,top60,243,126,117,51.85185185185185,"51,9%"
1h,PFR,1.0,sma8,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,sma80,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,ma_gap_pct,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,atr,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,ret_3_pct,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,rolling_high_20,top40,162,84,78,51.85185185185185,"51,9%"
1h,PFR,1.0,upper_wick,top20,81,42,39,51.85185185185185,"51,9%"
1h,PFR,1.0,dist_to_low_n_pct,low20,81,42,39,51.85185185185185,"51,9%"
1h,DL,1.5,ret_3_pct,top30,54,28,26,51.85185185185185,"51,9%"
1h,DL,1.0,slope_strength,top30,56,29,27,51.78571428571429,"51,8%"
1h,DL,1.0,atr,low30,56,29,27,51.78571428571429,"51,8%"
1h,DL,1.0,pullback_from_new_high_pct,top30,56,29,27,51.78571428571429,"51,8%"
1h,DL,1.0,context_pullback_pct,top30,56,29,27,51.78571428571429,"51,8%"
1h,PFR,1.0,sma8,top50,203,105,98,51.724137931034484,"51,7%"
1h,PFR,1.0,dist_to_sma80_pct,top50,203,105,98,51.724137931034484,"51,7%"
1h,PFR,1.0,slope_strength,top50,203,105,98,51.724137931034484,"51,7%"
1h,PFR,1.0,range_pct,top50,203,105,98,51.724137931034484,"51,7%"
1h,PFR,1.0,rolling_high_20,top50,203,105,98,51.724137931034484,"51,7%"
