timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate_pct_num,win_rate_pct
1h,DL,2.0,ret_3_pct,context_after_extreme_flag,1.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,after_new_high_flag,0.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,after_new_high_flag,1.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,after_new_high_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,context_after_extreme_flag,0.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,context_after_extreme_flag,1.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rsi,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rolling_high_20,after_new_high_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,rolling_high_20,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,pos_in_range_n,after_new_high_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,pos_in_range_n,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_high_n_pct,after_new_high_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_high_n_pct,after_new_high_flag,3.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_high_n_pct,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_high_n_pct,context_after_extreme_flag,3.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_low_n_pct,after_new_high_flag,0.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,dist_to_low_n_pct,context_after_extreme_flag,0.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,pullback_from_new_high_pct,after_new_high_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,pullback_from_new_high_pct,context_pullback_pct,2.0,2.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,pullback_from_new_high_pct,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,after_new_high_flag,context_pullback_pct,1.0,2.0,43,12,31,27.906976744186046,"27,9%"
1h,DL,2.0,context_pullback_pct,context_after_extreme_flag,2.0,1.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,1.5,sma80,upper_wick,0.0,0.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,1.5,upper_wick,rolling_low_20,0.0,0.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,3.0,atr_pct,body_pct,3.0,3.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,3.0,atr_pct,ret_1_pct,3.0,3.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,3.0,atr_pct,dist_to_high_n_pct,0.0,0.0,43,12,31,27.906976744186046,"27,9%"
1h,PFR,3.0,dist_to_sma80_pct,after_new_high_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,dist_to_sma80_pct,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,range_pct,after_new_high_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,range_pct,after_new_high_flag,3.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,range_pct,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,range_pct,context_after_extreme_flag,3.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,lower_wick,after_new_high_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,lower_wick,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,vol_z,after_new_high_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,vol_z,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,pullback_from_new_high_pct,after_new_high_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,pullback_from_new_high_pct,context_pullback_pct,0.0,0.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,pullback_from_new_high_pct,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,after_new_high_flag,context_pullback_pct,1.0,0.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,3.0,context_pullback_pct,context_after_extreme_flag,0.0,1.0,90,25,65,27.77777777777778,"27,8%"
1h,PFR,2.0,sma8,atr,0.0,0.0,72,20,52,27.77777777777778,"27,8%"
1h,PFR,2.0,atr,rolling_low_20,0.0,0.0,72,20,52,27.77777777777778,"27,8%"
1h,DL,3.0,dist_to_high_n_pct,pullback_from_new_high_pct,0.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,DL,3.0,dist_to_high_n_pct,context_pullback_pct,0.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,1.5,lower_wick_pct,bars_since_new_high,1.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,1.5,lower_wick_pct,context_bars_since_extreme,1.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,sma8,body,3.0,2.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,sma8,dist_to_low_n_pct,1.0,3.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,atr_pct,range_pct,2.0,1.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,atr_pct,ret_3_pct,0.0,2.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,body,rolling_high_20,2.0,3.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,body,bars_since_new_high,1.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,body,context_bars_since_extreme,1.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,sma8,atr,2.0,2.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,dist_to_sma80_pct,range,3.0,3.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,atr,body,2.0,2.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,atr,rolling_low_20,2.0,2.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,atr,dist_to_high_n_pct,0.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,atr,bars_since_new_high,3.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,3.0,atr,context_bars_since_extreme,3.0,0.0,36,10,26,27.77777777777778,"27,8%"
1h,PFR,2.0,sma8,after_new_high_flag,0.0,1.0,94,26,68,27.659574468085108,"27,7%"
1h,PFR,2.0,sma8,context_after_extreme_flag,0.0,1.0,94,26,68,27.659574468085108,"27,7%"
1h,PFR,2.0,rolling_high_20,after_new_high_flag,0.0,1.0,94,26,68,27.659574468085108,"27,7%"
1h,PFR,2.0,rolling_high_20,context_after_extreme_flag,0.0,1.0,94,26,68,27.659574468085108,"27,7%"
1h,PFR,2.0,ret_5_pct,dist_to_low_n_pct,3.0,3.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,ma_gap_pct,rsi,3.0,3.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,slope_strength,rsi,3.0,3.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,range,range_pct,0.0,0.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,body_pct,bars_since_new_high,3.0,0.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,body_pct,context_bars_since_extreme,3.0,0.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,ret_1_pct,bars_since_new_high,3.0,0.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,ret_1_pct,context_bars_since_extreme,3.0,0.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,pos_in_range_n,dist_to_low_n_pct,3.0,3.0,47,13,34,27.659574468085108,"27,7%"
1h,PFR,3.0,sma8,rolling_low_20,1.0,1.0,87,24,63,27.586206896551722,"27,6%"
1h,PFR,2.0,dist_to_high_n_pct,pullback_from_new_high_pct,1.0,1.0,58,16,42,27.586206896551722,"27,6%"
1h,PFR,2.0,dist_to_high_n_pct,context_pullback_pct,1.0,1.0,58,16,42,27.586206896551722,"27,6%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,DL,3.0,sma8,sma80,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,DL,3.0,sma8,rolling_high_20,1.0,1.0,40,11,29,27.500000000000004,"27,5%"
1h,DL,3.0,sma8,rolling_low_20,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,DL,3.0,sma80,rolling_high_20,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,DL,3.0,rolling_high_20,rolling_low_20,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,1.5,atr_pct,dist_to_low_n_pct,1.0,1.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,sma8,bars_since_new_high,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,sma8,context_bars_since_extreme,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,upper_wick_pct,bars_since_new_high,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,upper_wick_pct,context_bars_since_extreme,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,rolling_high_20,bars_since_new_high,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,rolling_high_20,context_bars_since_extreme,2.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,3.0,dist_to_sma80_pct,slope_strength,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,3.0,upper_wick_pct,pullback_from_new_high_pct,3.0,3.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,3.0,upper_wick_pct,context_pullback_pct,3.0,3.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,3.0,clv,ret_3_pct,0.0,0.0,40,11,29,27.500000000000004,"27,5%"
1h,PFR,2.0,sma8,sma80,0.0,0.0,91,25,66,27.472527472527474,"27,5%"
1h,PFR,2.0,sma8,body,0.0,0.0,51,14,37,27.450980392156865,"27,5%"
1h,PFR,3.0,slope_strength,dist_to_low_n_pct,3.0,3.0,51,14,37,27.450980392156865,"27,5%"
1h,PFR,3.0,slope_strength,bars_since_new_high,3.0,0.0,51,14,37,27.450980392156865,"27,5%"
1h,PFR,3.0,slope_strength,context_bars_since_extreme,3.0,0.0,51,14,37,27.450980392156865,"27,5%"
1h,PFR,3.0,ret_5_pct,rsi,3.0,3.0,51,14,37,27.450980392156865,"27,5%"
1h,PFR,3.0,ret_5_pct,bars_since_new_high,3.0,0.0,62,17,45,27.419354838709676,"27,4%"
1h,PFR,3.0,ret_5_pct,context_bars_since_extreme,3.0,0.0,62,17,45,27.419354838709676,"27,4%"
1h,PFR,2.0,sma80,atr,0.0,0.0,73,20,53,27.397260273972602,"27,4%"
1h,PFR,2.0,atr,rolling_high_20,0.0,0.0,73,20,53,27.397260273972602,"27,4%"
1h,PFR,3.0,sma8,rolling_high_20,1.0,1.0,88,24,64,27.27272727272727,"27,3%"
1h,PFR,2.0,atr,range,0.0,0.0,77,21,56,27.27272727272727,"27,3%"
1h,PFR,3.0,body_pct,ret_3_pct,3.0,3.0,55,15,40,27.27272727272727,"27,3%"
1h,PFR,3.0,ret_1_pct,ret_3_pct,3.0,3.0,55,15,40,27.27272727272727,"27,3%"
1h,PFR,1.5,sma8,upper_wick,0.0,0.0,44,12,32,27.27272727272727,"27,3%"
1h,PFR,1.5,upper_wick,rolling_high_20,0.0,0.0,44,12,32,27.27272727272727,"27,3%"
1h,PFR,3.0,atr_pct,lower_wick,0.0,0.0,44,12,32,27.27272727272727,"27,3%"
1h,PFR,3.0,range,bars_since_new_high,3.0,0.0,44,12,32,27.27272727272727,"27,3%"
1h,PFR,3.0,range,context_bars_since_extreme,3.0,0.0,44,12,32,27.27272727272727,"27,3%"
1h,PFR,1.0,sma80,range_pct,0.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.0,dist_to_sma80_pct,range_pct,1.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.0,dist_to_sma80_pct,upper_wick_pct,3.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.0,slope_strength,pullback_from_new_high_pct,1.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.0,slope_strength,context_pullback_pct,1.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.0,range_pct,rolling_high_20,2.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,dist_to_sma80_pct,rsi,0.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,body_pct,rsi,0.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,upper_wick,pullback_from_new_high_pct,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,upper_wick,context_pullback_pct,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,ret_1_pct,rsi,0.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,1.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,sma8,dist_to_high_n_pct,2.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,ma_gap_pct,ret_3_pct,3.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,range_pct,bars_since_new_high,0.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,range_pct,context_bars_since_extreme,0.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,body,lower_wick,1.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,body,clv,1.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,upper_wick,clv,1.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,upper_wick,ret_3_pct,0.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,upper_wick,pullback_from_new_high_pct,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,upper_wick,context_pullback_pct,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,rsi,dist_to_low_n_pct,1.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,rolling_high_20,dist_to_high_n_pct,2.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,dist_to_high_n_pct,dist_to_low_n_pct,3.0,2.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,sma8,dist_to_low_n_pct,3.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,ma_gap_pct,atr_pct,1.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,slope_strength,atr,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,slope_strength,range,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,atr,ret_3_pct,2.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,range,upper_wick_pct,0.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,upper_wick,pullback_from_new_high_pct,3.0,3.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,upper_wick,context_pullback_pct,3.0,3.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,clv,dist_to_high_n_pct,3.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,clv,pullback_from_new_high_pct,0.0,3.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,clv,context_pullback_pct,0.0,3.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,ret_5_pct,dist_to_low_n_pct,2.0,1.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,3.0,rolling_high_20,dist_to_low_n_pct,3.0,0.0,33,9,24,27.27272727272727,"27,3%"
1h,PFR,2.0,sma8,rolling_low_20,0.0,0.0,92,25,67,27.173913043478258,"27,2%"
1h,PFR,2.0,sma80,rolling_high_20,0.0,0.0,92,25,67,27.173913043478258,"27,2%"
1h,PFR,2.0,rolling_high_20,rolling_low_20,0.0,0.0,92,25,67,27.173913043478258,"27,2%"
1h,PFR,3.0,range,lower_wick,3.0,3.0,59,16,43,27.11864406779661,"27,1%"
1h,PFR,3.0,atr,atr_pct,0.0,0.0,48,13,35,27.083333333333332,"27,1%"
1h,PFR,3.0,range,upper_wick,3.0,3.0,48,13,35,27.083333333333332,"27,1%"
1h,PFR,3.0,range,vol_z,3.0,3.0,48,13,35,27.083333333333332,"27,1%"
1h,DL,3.0,ma_gap_pct,dist_to_sma80_pct,3.0,3.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,1.5,atr_pct,ret_3_pct,0.0,2.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,range,body,0.0,1.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,range,upper_wick,2.0,3.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,range,bars_since_new_high,2.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,range,context_bars_since_extreme,2.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,dist_to_high_n_pct,bars_since_new_high,1.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,dist_to_high_n_pct,context_bars_since_extreme,1.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,sma8,atr_pct,3.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,sma80,atr,2.0,2.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,sma80,atr_pct,3.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,atr,rolling_high_20,2.0,2.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,atr_pct,range_pct,2.0,2.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,atr_pct,rolling_high_20,0.0,3.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,atr_pct,rolling_low_20,0.0,3.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,range,lower_wick,1.0,2.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,range_pct,upper_wick,3.0,3.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,3.0,range_pct,ret_5_pct,0.0,0.0,37,10,27,27.027027027027028,"27,0%"
1h,PFR,2.0,sma8,lower_wick,0.0,0.0,63,17,46,26.984126984126984,"27,0%"
1h,PFR,2.0,lower_wick,rolling_high_20,0.0,0.0,63,17,46,26.984126984126984,"27,0%"
1h,PFR,3.0,sma8,after_new_high_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,sma8,context_after_extreme_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,atr,after_new_high_flag,2.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,atr,context_after_extreme_flag,2.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,atr_pct,after_new_high_flag,2.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,atr_pct,context_after_extreme_flag,2.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,body_pct,ret_1_pct,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,body_pct,after_new_high_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,body_pct,context_after_extreme_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,ret_1_pct,after_new_high_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,ret_1_pct,context_after_extreme_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,rolling_high_20,after_new_high_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,rolling_high_20,context_after_extreme_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,rolling_low_20,after_new_high_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,3.0,rolling_low_20,context_after_extreme_flag,1.0,1.0,89,24,65,26.96629213483146,"27,0%"
1h,PFR,2.0,body,rolling_high_20,0.0,0.0,52,14,38,26.923076923076923,"26,9%"
1h,PFR,2.0,body,rolling_low_20,0.0,0.0,52,14,38,26.923076923076923,"26,9%"
1h,PFR,3.0,range,body,0.0,0.0,52,14,38,26.923076923076923,"26,9%"
1h,PFR,2.0,ma_gap_pct,after_new_high_flag,1.0,1.0,93,25,68,26.881720430107524,"26,9%"
1h,PFR,2.0,ma_gap_pct,context_after_extreme_flag,1.0,1.0,93,25,68,26.881720430107524,"26,9%"
1h,DL,3.0,sma8,rolling_high_20,0.0,0.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,sma8,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,sma8,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,sma8,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,sma8,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ma_gap_pct,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ma_gap_pct,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,atr_pct,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,atr_pct,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,atr_pct,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,atr_pct,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range_pct,after_new_high_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,range_pct,context_after_extreme_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,ret_1_pct,1.0,2.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,ret_1_pct,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,body_pct,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,upper_wick,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,upper_wick,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,upper_wick,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,upper_wick,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,lower_wick,after_new_high_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,lower_wick,context_after_extreme_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,lower_wick_pct,after_new_high_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,lower_wick_pct,context_after_extreme_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,clv,after_new_high_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,clv,context_after_extreme_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ret_1_pct,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ret_1_pct,after_new_high_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ret_1_pct,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,ret_1_pct,context_after_extreme_flag,2.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,rolling_high_20,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,rolling_high_20,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,dist_to_high_n_pct,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,dist_to_high_n_pct,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,after_new_high_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,after_new_high_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,after_new_high_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_pullback_pct,0.0,0.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_pullback_pct,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_pullback_pct,3.0,3.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_after_extreme_flag,0.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_after_extreme_flag,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,pullback_from_new_high_pct,context_after_extreme_flag,3.0,1.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,after_new_high_flag,context_pullback_pct,1.0,0.0,41,11,30,26.82926829268293,"26,8%"
1h,DL,3.0,after_new_high_flag,context_pullback_pct,1.0,1.0,41,11,30,26.82926829268293,"26,8%"
