timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate_pct_num,win_rate_pct
1h,PFR,1.0,lower_wick,after_new_high_flag,1.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.0,lower_wick,context_after_extreme_flag,1.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.0,upper_wick_pct,after_new_high_flag,1.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.0,upper_wick_pct,context_after_extreme_flag,1.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.0,pos_in_range_n,after_new_high_flag,2.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.0,pos_in_range_n,context_after_extreme_flag,2.0,1.0,101,45,56,44.554455445544555,"44,6%"
1h,PFR,1.5,range,range_pct,3.0,3.0,63,28,35,44.44444444444444,"44,4%"
1h,PFR,2.0,range,body_pct,3.0,3.0,54,24,30,44.44444444444444,"44,4%"
1h,PFR,2.0,range,ret_1_pct,3.0,3.0,54,24,30,44.44444444444444,"44,4%"
1h,DL,1.0,sma80,rolling_high_20,2.0,2.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.0,body_pct,ret_1_pct,2.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,sma8,rolling_high_20,0.0,0.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,sma8,rolling_low_20,0.0,0.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,sma8,after_new_high_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,sma8,context_after_extreme_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,after_new_high_flag,2.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,after_new_high_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,context_after_extreme_flag,2.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,context_after_extreme_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,slope_strength,after_new_high_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,slope_strength,context_after_extreme_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,atr,after_new_high_flag,1.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,atr,context_after_extreme_flag,1.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,clv,after_new_high_flag,2.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,clv,context_after_extreme_flag,2.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,ret_5_pct,after_new_high_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,ret_5_pct,context_after_extreme_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,rolling_high_20,rolling_low_20,0.0,0.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,rolling_high_20,after_new_high_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,rolling_high_20,context_after_extreme_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,rolling_low_20,after_new_high_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,rolling_low_20,context_after_extreme_flag,0.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_high_n_pct,after_new_high_flag,1.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_high_n_pct,context_after_extreme_flag,1.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_low_n_pct,after_new_high_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,DL,1.5,dist_to_low_n_pct,context_after_extreme_flag,3.0,1.0,45,20,25,44.44444444444444,"44,4%"
1h,PFR,2.0,dist_to_sma80_pct,slope_strength,3.0,3.0,45,20,25,44.44444444444444,"44,4%"
1h,PFR,2.0,slope_strength,bars_since_new_high,0.0,3.0,45,20,25,44.44444444444444,"44,4%"
1h,PFR,2.0,slope_strength,context_bars_since_extreme,0.0,3.0,45,20,25,44.44444444444444,"44,4%"
1h,PFR,1.0,sma8,dist_to_high_n_pct,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,sma8,dist_to_low_n_pct,3.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,sma80,dist_to_low_n_pct,3.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,range,body,1.0,1.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,range_pct,dist_to_high_n_pct,0.0,1.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,body,bars_since_new_high,1.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,body,context_bars_since_extreme,1.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,rolling_high_20,dist_to_high_n_pct,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,rolling_high_20,dist_to_low_n_pct,3.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.0,rolling_low_20,dist_to_low_n_pct,3.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,sma8,atr,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,dist_to_sma80_pct,pos_in_range_n,3.0,3.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,atr,rolling_high_20,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,atr,rolling_low_20,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,range_pct,vol_z,0.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,upper_wick,dist_to_low_n_pct,0.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,lower_wick,vol_z,0.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,ret_5_pct,vol_z,2.0,3.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,1.0,0.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,2.0,sma8,atr_pct,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,2.0,atr_pct,rolling_high_20,2.0,2.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,2.0,ret_3_pct,ret_5_pct,3.0,3.0,36,16,20,44.44444444444444,"44,4%"
1h,PFR,1.5,lower_wick,after_new_high_flag,3.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,lower_wick,context_after_extreme_flag,3.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,rolling_low_20,after_new_high_flag,2.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,rolling_low_20,context_after_extreme_flag,2.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,dist_to_low_n_pct,after_new_high_flag,3.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,dist_to_low_n_pct,context_after_extreme_flag,3.0,1.0,97,43,54,44.329896907216494,"44,3%"
1h,PFR,1.5,lower_wick,lower_wick_pct,3.0,3.0,61,27,34,44.26229508196721,"44,3%"
1h,PFR,2.0,range,lower_wick,3.0,3.0,61,27,34,44.26229508196721,"44,3%"
1h,PFR,1.0,dist_to_sma80_pct,atr_pct,0.0,0.0,52,23,29,44.230769230769226,"44,2%"
1h,PFR,1.5,atr_pct,dist_to_high_n_pct,3.0,3.0,52,23,29,44.230769230769226,"44,2%"
1h,PFR,1.5,sma8,sma80,2.0,2.0,95,42,53,44.21052631578947,"44,2%"
1h,PFR,1.5,sma8,rolling_low_20,2.0,2.0,95,42,53,44.21052631578947,"44,2%"
1h,DL,2.0,ret_3_pct,after_new_high_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,DL,2.0,ret_3_pct,context_after_extreme_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,DL,2.0,pos_in_range_n,after_new_high_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,DL,2.0,pos_in_range_n,context_after_extreme_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,DL,2.0,vol_z,after_new_high_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,DL,2.0,vol_z,context_after_extreme_flag,3.0,1.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,sma80,bars_since_new_high,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,sma80,context_bars_since_extreme,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,slope_strength,ret_5_pct,0.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,upper_wick,upper_wick_pct,2.0,2.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,rolling_high_20,bars_since_new_high,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,rolling_high_20,context_bars_since_extreme,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,rolling_low_20,bars_since_new_high,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,rolling_low_20,context_bars_since_extreme,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.5,slope_strength,atr_pct,3.0,3.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.5,lower_wick_pct,dist_to_low_n_pct,0.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,2.0,range_pct,bars_since_new_high,3.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,2.0,range_pct,context_bars_since_extreme,3.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,2.0,body,vol_z,3.0,3.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,2.0,ret_5_pct,dist_to_low_n_pct,1.0,0.0,43,19,24,44.18604651162791,"44,2%"
1h,PFR,1.0,ret_5_pct,after_new_high_flag,0.0,1.0,102,45,57,44.11764705882353,"44,1%"
1h,PFR,1.0,ret_5_pct,context_after_extreme_flag,0.0,1.0,102,45,57,44.11764705882353,"44,1%"
1h,PFR,1.0,sma8,atr,3.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,sma8,ret_3_pct,1.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,sma8,ret_5_pct,0.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,sma80,atr,3.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,ma_gap_pct,lower_wick,3.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr,upper_wick,2.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr,rolling_high_20,2.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr,rolling_low_20,2.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr_pct,body_pct,2.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr_pct,ret_1_pct,2.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr_pct,dist_to_high_n_pct,1.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,atr_pct,vol_z,1.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,ret_5_pct,dist_to_high_n_pct,2.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,vol_z,bars_since_new_high,2.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.0,vol_z,context_bars_since_extreme,2.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma8,atr,2.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma8,lower_wick_pct,1.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma8,pullback_from_new_high_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma8,context_pullback_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma80,lower_wick,1.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma80,ret_5_pct,3.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma80,pullback_from_new_high_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,sma80,context_pullback_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,dist_to_sma80_pct,rsi,1.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,dist_to_sma80_pct,dist_to_low_n_pct,1.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,slope_strength,upper_wick,2.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,range,bars_since_new_high,1.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,range,context_bars_since_extreme,1.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,range_pct,ret_5_pct,0.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,body_pct,ret_5_pct,3.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,lower_wick,ret_5_pct,0.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,lower_wick,rolling_high_20,1.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,lower_wick,rolling_low_20,1.0,1.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,ret_1_pct,ret_5_pct,3.0,2.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,rolling_high_20,pullback_from_new_high_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,1.5,rolling_high_20,context_pullback_pct,3.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,2.0,lower_wick,vol_z,3.0,3.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,2.0,ret_3_pct,dist_to_low_n_pct,1.0,0.0,34,15,19,44.11764705882353,"44,1%"
1h,PFR,2.0,ma_gap_pct,after_new_high_flag,2.0,1.0,93,41,52,44.086021505376344,"44,1%"
1h,PFR,2.0,ma_gap_pct,context_after_extreme_flag,2.0,1.0,93,41,52,44.086021505376344,"44,1%"
1h,PFR,2.0,body,after_new_high_flag,3.0,1.0,93,41,52,44.086021505376344,"44,1%"
1h,PFR,2.0,body,context_after_extreme_flag,3.0,1.0,93,41,52,44.086021505376344,"44,1%"
1h,PFR,1.5,slope_strength,dist_to_low_n_pct,0.0,0.0,59,26,33,44.06779661016949,"44,1%"
1h,PFR,2.0,slope_strength,rsi,0.0,0.0,50,22,28,44.0,"44,0%"
1h,PFR,1.0,ma_gap_pct,atr,0.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,slope_strength,ret_5_pct,2.0,2.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,slope_strength,bars_since_new_high,2.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,slope_strength,context_bars_since_extreme,2.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,atr_pct,bars_since_new_high,3.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,atr_pct,context_bars_since_extreme,3.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,range,bars_since_new_high,2.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.0,range,context_bars_since_extreme,2.0,0.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.5,dist_to_sma80_pct,ret_5_pct,0.0,1.0,41,18,23,43.90243902439025,"43,9%"
1h,PFR,1.5,upper_wick_pct,after_new_high_flag,0.0,1.0,98,43,55,43.87755102040816,"43,9%"
1h,PFR,1.5,upper_wick_pct,context_after_extreme_flag,0.0,1.0,98,43,55,43.87755102040816,"43,9%"
1h,PFR,1.5,rsi,after_new_high_flag,0.0,1.0,98,43,55,43.87755102040816,"43,9%"
1h,PFR,1.5,rsi,context_after_extreme_flag,0.0,1.0,98,43,55,43.87755102040816,"43,9%"
1h,PFR,1.5,dist_to_sma80_pct,rsi,0.0,0.0,57,25,32,43.859649122807014,"43,9%"
1h,PFR,1.5,dist_to_high_n_pct,pullback_from_new_high_pct,0.0,0.0,80,35,45,43.75,"43,8%"
1h,PFR,1.5,dist_to_high_n_pct,context_pullback_pct,0.0,0.0,80,35,45,43.75,"43,8%"
1h,PFR,1.5,range_pct,lower_wick,3.0,3.0,48,21,27,43.75,"43,8%"
1h,PFR,1.0,sma8,ma_gap_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,sma8,dist_to_sma80_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,sma80,ma_gap_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,sma80,dist_to_sma80_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ma_gap_pct,rsi,0.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ma_gap_pct,rolling_high_20,0.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ma_gap_pct,rolling_low_20,0.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,dist_to_sma80_pct,ret_3_pct,0.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,dist_to_sma80_pct,rolling_high_20,0.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,dist_to_sma80_pct,rolling_low_20,0.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,slope_strength,ret_5_pct,1.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,slope_strength,rsi,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,atr_pct,ret_5_pct,1.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,range_pct,lower_wick,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,body_pct,pullback_from_new_high_pct,0.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,body_pct,pullback_from_new_high_pct,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,body_pct,context_pullback_pct,0.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,body_pct,context_pullback_pct,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,upper_wick,lower_wick,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,upper_wick,pullback_from_new_high_pct,3.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,upper_wick,context_pullback_pct,3.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,upper_wick_pct,vol_z,0.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ret_1_pct,pullback_from_new_high_pct,0.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ret_1_pct,pullback_from_new_high_pct,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ret_1_pct,context_pullback_pct,0.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ret_1_pct,context_pullback_pct,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,ret_5_pct,vol_z,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,rsi,dist_to_high_n_pct,1.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,pos_in_range_n,dist_to_high_n_pct,1.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.0,dist_to_high_n_pct,dist_to_low_n_pct,3.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,sma8,dist_to_sma80_pct,1.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,sma8,atr_pct,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,sma8,body_pct,3.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,sma8,ret_1_pct,3.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,slope_strength,upper_wick,0.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,range_pct,ret_5_pct,3.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,range_pct,dist_to_high_n_pct,1.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,body_pct,rolling_high_20,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,body_pct,bars_since_new_high,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,body_pct,context_bars_since_extreme,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,lower_wick,ret_3_pct,0.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,clv,dist_to_high_n_pct,0.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,clv,pullback_from_new_high_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,clv,context_pullback_pct,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,ret_1_pct,rolling_high_20,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,ret_1_pct,bars_since_new_high,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,ret_1_pct,context_bars_since_extreme,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,ret_3_pct,rolling_high_20,3.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,ret_3_pct,rolling_low_20,3.0,1.0,32,14,18,43.75,"43,8%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,sma8,bars_since_new_high,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,sma8,context_bars_since_extreme,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,sma80,dist_to_low_n_pct,2.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,ma_gap_pct,lower_wick,3.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,slope_strength,lower_wick,0.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,slope_strength,dist_to_low_n_pct,3.0,2.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,atr,body_pct,3.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,atr,ret_1_pct,3.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,lower_wick,rsi,2.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,lower_wick_pct,ret_3_pct,3.0,3.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,rolling_high_20,bars_since_new_high,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,rolling_high_20,context_bars_since_extreme,3.0,0.0,32,14,18,43.75,"43,8%"
1h,PFR,2.0,range,body,3.0,3.0,71,31,40,43.66197183098591,"43,7%"
1h,PFR,1.0,range,range_pct,0.0,0.0,55,24,31,43.63636363636363,"43,6%"
1h,PFR,1.5,range_pct,dist_to_low_n_pct,0.0,0.0,55,24,31,43.63636363636363,"43,6%"
1h,PFR,1.5,sma80,rolling_high_20,2.0,2.0,94,41,53,43.61702127659575,"43,6%"
1h,PFR,1.5,rolling_high_20,rolling_low_20,2.0,2.0,94,41,53,43.61702127659575,"43,6%"
1h,DL,1.0,atr,range,0.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.0,slope_strength,dist_to_low_n_pct,2.0,1.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.0,atr,pos_in_range_n,3.0,2.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.0,upper_wick,dist_to_high_n_pct,0.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,sma8,dist_to_sma80_pct,2.0,3.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,dist_to_sma80_pct,rolling_high_20,3.0,2.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,dist_to_sma80_pct,bars_since_new_high,2.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,dist_to_sma80_pct,context_bars_since_extreme,2.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,range_pct,ret_3_pct,0.0,1.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,clv,bars_since_new_high,1.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.5,clv,context_bars_since_extreme,1.0,0.0,39,17,22,43.58974358974359,"43,6%"
1h,PFR,1.0,dist_to_sma80_pct,after_new_high_flag,1.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,dist_to_sma80_pct,context_after_extreme_flag,1.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,slope_strength,after_new_high_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,slope_strength,context_after_extreme_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,atr_pct,after_new_high_flag,1.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,atr_pct,context_after_extreme_flag,1.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,range_pct,after_new_high_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,range_pct,context_after_extreme_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,clv,after_new_high_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,clv,context_after_extreme_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,rsi,after_new_high_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,1.0,rsi,context_after_extreme_flag,2.0,1.0,101,44,57,43.56435643564357,"43,6%"
1h,PFR,2.0,upper_wick_pct,clv,0.0,3.0,69,30,39,43.47826086956522,"43,5%"
1h,DL,1.0,sma80,after_new_high_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,sma80,context_after_extreme_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,slope_strength,after_new_high_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,slope_strength,context_after_extreme_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,atr,after_new_high_flag,3.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,atr,context_after_extreme_flag,3.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,range,after_new_high_flag,3.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,range,context_after_extreme_flag,3.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,body_pct,after_new_high_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
1h,DL,1.0,body_pct,context_after_extreme_flag,2.0,1.0,46,20,26,43.47826086956522,"43,5%"
