timeframe,symbol,setup,side,signal_time,entry_time,exit_time,signal_idx,entry_idx,exit_idx,entry,stop,risk,rr,tp,outcome,exit_reason,fill_delay,bars_in_trade,sma8,sma80,ma_gap_pct,dist_to_sma80_pct,slope_strength,atr,atr_pct,range,range_pct,body,body_pct,upper_wick,lower_wick,upper_wick_pct,lower_wick_pct,clv,ret_1_pct,ret_3_pct,ret_5_pct,rsi,rolling_high_20,rolling_low_20,pos_in_range_n,dist_to_high_n_pct,dist_to_low_n_pct,vol_z,bars_since_new_high,pullback_from_new_high_pct,after_new_high_flag,context_bars_since_extreme,context_pullback_pct,context_after_extreme_flag
1h,BTC_USDT,PFR,long,2022-02-25T15:00:00+00:00,2022-02-25T16:00:00+00:00,2022-02-25T18:00:00+00:00,15127,15128,15130,39545.1,38677.9,867.1999999999971,1.0,40412.299999999996,loss,sl,1,3,38914.375,37574.56875,3.5657262200780457,4.820896979689225,0.2945208957497588,590.2969746713253,1.4987482218842363,867.0,2.201289798405525,406.0,1.0308231351241557,159.0,302.0,0.4036967450363073,0.7667699182450617,0.8166089965397924,1.041559774243206,0.12456465922667803,2.1898188988635825,65.4083951280376,39762.0,37263.0,0.8495398159263705,0.9546539379474941,5.39024018686843,0.3484129173381839,19.0,0.9456264775413712,1,19.0,0.9456264775413712,1
1h,BTC_USDT,DL,long,2022-03-01T03:00:00+00:00,2022-03-01T04:00:00+00:00,2022-03-01T07:00:00+00:00,15211,15212,15215,43170.6,42857.4,313.1999999999971,1.0,43483.799999999996,win,tp,1,4,42847.375,39314.3,8.986742737375451,9.776849645040093,0.5346633300894388,629.5426058365103,1.4586927240291727,313.0,0.7252421335557718,9.0,0.020853607674127625,3.5,300.5,0.008109736317716299,0.6962787895639279,0.9600638977635783,-0.020849259851274393,-0.9046656869948544,0.33827375762860434,75.41616940730037,44235.0,37920.0,0.8294536817102138,2.495481718337272,12.136799666342277,-0.6313557595680434,5.0,2.4347236351305526,1,5.0,2.4347236351305526,1
1h,BTC_USDT,PFR,long,2022-03-01T10:00:00+00:00,2022-03-01T11:00:00+00:00,2022-03-01T12:00:00+00:00,15218,15219,15220,43579.6,42802.4,777.1999999999971,1.0,44356.799999999996,win,tp,1,2,43361.25,39665.58125,9.31706692184171,9.837039133266192,0.10113616801514891,540.7313808917365,1.2411347469828118,777.0,1.78343949044586,321.5,0.7379353876169163,12.0,443.5,0.027543467033912895,1.0179606357950308,0.9845559845559846,0.7434213568884962,0.21046094396908188,0.8658710222603005,73.30157511617878,44235.0,39585.0,0.8564516129032258,1.5321053537614047,9.140988121879841,-0.0705379873761826,12.0,1.508986096982028,1,12.0,1.508986096982028,1
1h,BTC_USDT,PFR,long,2022-03-02T05:00:00+00:00,2022-03-02T06:00:00+00:00,2022-03-02T06:00:00+00:00,15237,15238,15238,44340.1,44066.9,273.1999999999971,1.0,44613.299999999996,loss,sl,1,1,44224.625,40825.825,8.325122639897671,8.387276925818409,0.11751412429378533,521.8484196568882,1.1793184625014421,273.0,0.6169491525423729,8.5,0.0192090395480226,90.0,174.5,0.2033898305084746,0.3943502824858757,0.6703296703296703,0.019212730128947975,0.06671114076051143,0.012430923617623435,62.31022624720198,44913.0,42802.5,0.6858564321250888,1.4983050847457628,3.271186440677966,-1.0115650146462658,16.0,1.4761872954378465,1,16.0,1.4761872954378465,1
1h,BTC_USDT,PFR,long,2022-03-15T21:00:00+00:00,2022-03-15T22:00:00+00:00,2022-03-15T23:00:00+00:00,15565,15566,15567,39646.1,39285.4,360.6999999999971,1.0,40006.799999999996,loss,sl,1,2,39333.25,38867.61875,1.1979927378494175,1.9884965296465416,0.2918416770726908,372.86926298368303,0.9406270430082442,360.5,0.9094234431957217,211.0,0.5322839015653182,5.5,144.0,0.013874698855968013,0.36326484277443527,0.984743411927878,0.5351323247822171,0.6116828893767634,1.2360655319040292,63.20860908612075,39852.5,38091.0,0.8796480272495033,0.5348065740845852,3.908881068604079,-0.5642680505786548,1.0,0.5319616084310896,1,1.0,0.5319616084310896,1
1h,BTC_USDT,PFR,long,2022-03-16T01:00:00+00:00,2022-03-16T02:00:00+00:00,2022-03-16T02:00:00+00:00,15569,15570,15570,39615.1,39074.9,540.1999999999971,1.0,40155.299999999996,win,tp,1,1,39451.125,38883.5375,1.4597115810257786,1.6124111650078172,0.07656192657647967,381.43163057259926,0.9653930741767359,540.0,1.3667253008693891,348.0,0.8807785272269396,104.5,87.5,0.2644866554460207,0.2214601181964288,0.8064814814814815,0.8886051707628573,0.13051521832787571,0.20542994458463415,58.1646474330513,39859.5,38091.0,0.8026576194515126,0.8833095000063275,3.5927158603409217,-0.398879614160288,3.0,0.8755754587990315,1,3.0,0.8755754587990315,1
1h,BTC_USDT,PFR,long,2022-03-17T04:00:00+00:00,2022-03-17T05:00:00+00:00,2022-03-17T06:00:00+00:00,15596,15597,15598,41411.6,40899.9,511.6999999999971,1.0,41923.299999999996,loss,sl,1,2,41098.75,39399.46875,4.312954727340074,4.956998944306831,0.03687806057674869,538.9664841306371,1.3033467967611079,511.5,1.2369264252463577,342.5,0.8282449670515689,59.0,110.0,0.14267577534610967,0.26600568284867904,0.884652981427175,0.8351621555718225,0.3336164017954557,0.5788712011577379,61.72146913065595,41470.0,39313.0,0.9455261937876681,0.28414243395199806,4.931987183362554,-0.7046282441186007,26.0,0.9212449385437381,1,26.0,0.9212449385437381,1
1h,BTC_USDT,PFR,long,2022-03-24T18:00:00+00:00,2022-03-24T19:00:00+00:00,2022-03-25T01:00:00+00:00,15778,15779,15785,43980.6,43755.4,225.1999999999971,1.0,44205.799999999996,win,tp,1,7,43501.1875,42347.875,2.723424729103881,3.8481860069720146,0.2811096583480189,355.43948565525557,0.8082303124444445,225.0,0.5116252629185379,177.0,0.4024785401625831,3.0,45.0,0.0068216701722471716,0.10232505258370758,0.9866666666666667,0.40410497597058725,0.0034109514280622477,2.3160858033595355,69.53696238481012,44197.0,42388.0,0.8786622443338862,0.4991188676027514,3.614348246262293,-0.7156871540619658,1.0,0.4966400434418625,1,1.0,0.4966400434418625,1
1h,BTC_USDT,PFR,long,2022-03-27T20:00:00+00:00,2022-03-27T21:00:00+00:00,2022-04-01T02:00:00+00:00,15852,15853,15954,46727.6,44717.4,2010.199999999997,1.0,48737.799999999996,loss,sl,1,102,44957.8125,44366.225,1.3334186084121455,3.937172928280469,0.4545898119836055,313.11426945648725,0.679015178922402,2010.0,4.358857588966234,1301.5,2.8224145035022663,614.5,94.0,1.33259601413918,0.2038470713247891,0.6942786069651742,2.9043883824464656,2.688980191735979,2.8068845587907454,81.90524693650215,46727.5,44425.0,0.7331161780673181,1.33259601413918,3.6605729403855745,4.325744330411291,0.0,1.3150714247498796,1,0.0,1.3150714247498796,1
1h,BTC_USDT,PFR,long,2022-04-03T21:00:00+00:00,2022-04-03T22:00:00+00:00,2022-04-03T23:00:00+00:00,16021,16022,16023,47006.6,46361.9,644.6999999999971,1.0,47651.299999999996,loss,sl,1,2,46517.8125,46087.44375,0.9338091136807767,1.9876482084125169,0.1459997659748742,310.7008045758512,0.6610163170313937,644.5,1.3711744870062867,617.0,1.3126682055591605,3.0,24.5,0.006382503430595593,0.05212377801653068,0.9953452288595811,1.3301283778685669,0.8561405014537282,1.5304028512798329,63.4772691359222,47006.5,45780.5,0.9975530179445351,0.006382503430595593,2.6019338985394707,0.2666259657565475,0.0,0.006382096093093508,1,0.0,0.006382096093093508,1
1h,BTC_USDT,PFR,long,2022-04-13T20:00:00+00:00,2022-04-13T21:00:00+00:00,2022-04-14T09:00:00+00:00,16260,16261,16273,41303.1,40985.4,317.6999999999971,1.0,41620.799999999996,loss,sl,1,13,40995.3125,40832.20625,0.399454903321559,0.9815628074223812,0.46731380205175466,402.93810795355813,0.977222389720753,317.5,0.7700143089273155,179.0,0.43411830330075424,70.0,68.5,0.1697669342516916,0.16612907137486962,0.7795275590551181,0.43601110732205406,0.5008835537139822,0.20048359072186717,64.13686654338348,41542.5,39605.0,0.840258064516129,0.750612373584265,3.9482938423107705,-0.5594749929435583,1.0,0.7450201600770295,1,1.0,0.7450201600770295,1
1h,BTC_USDT,PFR,long,2022-04-19T17:00:00+00:00,2022-04-19T18:00:00+00:00,2022-04-20T07:00:00+00:00,16401,16402,16415,41366.1,41169.9,196.1999999999971,1.0,41562.299999999996,win,tp,1,14,41198.25,40242.86875,2.374038630136174,2.763548634936714,0.2132450731471406,304.35001182752234,0.7359448962097022,196.0,0.47394510941845003,8.0,0.019344698343610203,11.0,177.0,0.026598960222464035,0.42800145085237573,0.9438775510204082,0.01934844124120705,-0.5028389952843826,0.96435546875,66.54937469863854,41741.5,40565.5,0.671343537414966,0.934590738725668,1.909079917785032,-0.2922702828104929,2.0,0.9259370171172574,1,2.0,0.9259370171172574,1
1h,BTC_USDT,PFR,long,2022-04-26T02:00:00+00:00,2022-04-26T03:00:00+00:00,2022-04-26T07:00:00+00:00,16554,16555,16559,40597.6,40387.9,209.6999999999971,1.0,40807.299999999996,loss,sl,1,5,40369.875,39540.5,2.0975329092955324,2.507555544315322,0.20153829073324778,381.71386508227334,0.9417592644879932,209.5,0.5168755551169446,54.5,0.13446165992302378,65.5,89.5,0.16160071054968914,0.22081318464423172,0.6873508353221957,0.13464270273608747,0.2721290386423325,0.7782391407046507,70.37694392688636,40795.0,38193.0,0.898923904688701,0.6488700286193625,5.770749037797296,-1.044914998325616,2.0,0.644686848878539,1,2.0,0.644686848878539,1
1h,BTC_USDT,PFR,long,2022-05-02T08:00:00+00:00,2022-05-02T09:00:00+00:00,2022-05-02T09:00:00+00:00,16704,16705,16705,38987.1,38776.9,210.1999999999971,1.0,39197.299999999996,loss,sl,1,1,38806.1875,38541.425,0.6869556587489878,1.001714389128054,0.0852546400359643,281.34360061314385,0.7227373980171957,210.0,0.5394643889281356,61.0,0.1567015605934108,59.5,89.5,0.15284824352963844,0.22991458480508636,0.7166666666666667,0.1569474997748621,-0.19869247532368073,0.664589286406958,62.456622710633575,39162.0,37660.0,0.8438748335552596,0.6024019009697514,3.256052918887676,-0.34371498316538573,2.0,0.5987947500127675,1,2.0,0.5987947500127675,1
1h,BTC_USDT,PFR,long,2022-05-04T18:00:00+00:00,2022-05-04T19:00:00+00:00,2022-05-05T14:00:00+00:00,16762,16763,16782,39794.1,38603.9,1190.199999999997,1.0,40984.299999999996,loss,sl,1,20,39030.25,38447.11875,1.5167098834941917,3.054536433890767,0.20064863773456332,365.9516077964874,0.923618762026898,1190.0,3.0034198604293123,640.0,1.615284630819126,172.5,377.5,0.4353696856504675,0.9527655439597188,0.8550420168067226,1.6418044456985914,1.6457157516675203,2.3322184485452757,72.02371339752928,39794.0,37625.0,0.9204702627939142,0.4353696856504675,5.038930883484976,4.15909485104511,0.0,0.43348243453787005,1,0.0,0.43348243453787005,1
1h,BTC_USDT,DL,long,2022-05-15T01:00:00+00:00,2022-05-15T02:00:00+00:00,2022-05-15T02:00:00+00:00,17009,17010,17010,30009.1,29819.9,189.1999999999971,1.0,30198.299999999996,loss,sl,1,1,29773.125,29381.33125,1.3334785502614035,1.8912306773029581,0.14259110799345293,426.2609600017845,1.4238599726151067,189.0,0.6313257841467081,27.5,0.09185957176737816,44.5,117.0,0.14864548885993922,0.39082072351939073,0.6190476190476191,-0.09177526739975184,-1.003620971875463,1.8975816470668372,56.41004782241963,30336.0,28614.0,0.7682926829268293,1.3327988776430504,4.419280489026957,-0.8463184467726595,3.0,1.3152689873417722,1,3.0,1.3152689873417722,1
1h,BTC_USDT,PFR,long,2022-05-15T18:00:00+00:00,2022-05-15T19:00:00+00:00,2022-05-15T20:00:00+00:00,17026,17027,17028,30424.6,29934.4,490.1999999999971,1.0,30914.799999999996,win,tp,1,2,30156.625,29677.0625,1.6159365503240086,2.1580218729532277,0.15358291415848932,382.31237129033485,1.2610286840614655,490.0,1.6162282510101427,327.0,1.0785849756741155,107.0,56.0,0.3529314752205822,0.18471180011544489,0.7816326530612245,1.0903452760040677,0.9910059960026585,0.4406234988156177,58.67849644206213,30565.5,29487.0,0.770050996754752,0.8180094005112558,2.7393419642120884,0.4983458665555647,6.0,0.8113722988336524,1,6.0,0.8113722988336524,1
1h,BTC_USDT,PFR,long,2022-05-19T20:00:00+00:00,2022-05-19T21:00:00+00:00,2022-05-20T01:00:00+00:00,17124,17125,17129,30271.1,29951.4,319.6999999999971,1.0,30590.799999999996,win,tp,1,5,30070.25,29797.80625,0.9143080793070077,1.5880153929116796,0.32064517194674774,351.0242571692843,1.159605751938437,319.5,1.0554656271679164,303.0,1.0009580126193387,0.0,16.5,0.0,0.05450761454857785,1.0,1.0110784837159548,0.26996141042414656,-0.3669875750843432,62.69769397318841,30547.0,28685.5,0.8517324738114423,0.9117637342671203,5.237686234349708,-0.8530947467216937,5.0,0.9035257144727797,1,5.0,0.9035257144727797,1
1h,BTC_USDT,DL,long,2022-05-23T08:00:00+00:00,2022-05-23T09:00:00+00:00,2022-05-23T13:00:00+00:00,17208,17209,17213,30513.1,30284.9,228.1999999999971,1.0,30741.299999999996,loss,sl,1,5,30281.375,29721.75625,1.8828589579056303,2.103656812002829,0.02615579793719313,225.9653424335347,0.7446052078740393,228.0,0.7513098494085083,104.0,0.34270273832668796,62.0,62.0,0.20430355554091015,0.20430355554091015,0.2719298245614035,-0.3415322977898927,0.13363469882698986,0.5633429433011816,61.30713573639508,30673.0,29687.0,0.6693711967545639,1.0742412759086566,2.174844300919366,-0.2055836763566635,1.0,1.0628239820037166,1,1.0,1.0628239820037166,1
1h,BTC_USDT,DL,long,2022-05-29T15:00:00+00:00,2022-05-29T16:00:00+00:00,2022-05-29T19:00:00+00:00,17359,17360,17363,29298.6,29159.9,138.6999999999971,1.0,29437.299999999996,loss,sl,1,4,29202.75,29010.475,0.6627778414521012,0.701556937623398,0.08835660984459505,155.05649900494518,0.5307609331311877,138.5,0.4740877661395222,82.5,0.2823988498665024,2.0,54.0,0.00684603272403642,0.18484288354898337,0.3898916967509025,-0.2816036045261372,-0.5480851063829784,0.2195540308747912,57.714201581740916,29491.0,28843.5,0.5722007722007721,0.9481755322790444,1.268227562127747,0.530983309557047,3.0,0.9392696076769184,1,3.0,0.9392696076769184,1
1h,BTC_USDT,PFR,long,2022-05-30T20:00:00+00:00,2022-05-30T21:00:00+00:00,2022-05-30T21:00:00+00:00,17388,17389,17389,31360.6,30562.9,797.6999999999971,1.0,32158.299999999996,win,tp,1,1,30694.3125,29376.01875,4.487652875017316,6.474605242413936,0.18503420934842382,263.67501349610836,0.8430047109665207,797.5,2.5497154549523624,638.5,2.041370931645246,82.5,76.5,0.2637636677536927,0.24458085555342413,0.896551724137931,2.0839112909806,1.8445859043029422,2.088909197728306,78.68988242957519,31360.5,29322.0,0.9595290654893304,0.2637636677536927,6.25359677728755,2.387764554991472,0.0,0.2630697852393935,1,0.0,0.2630697852393935,1
1h,BTC_USDT,DL,long,2022-05-31T01:00:00+00:00,2022-05-31T02:00:00+00:00,2022-05-31T03:00:00+00:00,17393,17394,17395,31632.1,31451.4,180.6999999999971,1.0,31812.799999999996,win,tp,1,2,31384.625,29555.83125,6.187590308426872,6.802951109690074,0.3385709533841256,316.27424080370264,1.0019300232959076,180.5,0.5718087212709676,20.0,0.0633583070660352,45.5,115.0,0.14414014857523008,0.36431026562970237,0.6371191135734072,-0.06331818973295267,-0.6530496632466742,0.9223735532962518,73.97647861669937,32242.0,30270.0,0.6574543610547667,2.139926821155339,4.107202255555731,-0.5993779443357357,4.0,2.0950933564915326,1,4.0,2.0950933564915326,1
1h,BTC_USDT,PFR,long,2022-06-05T21:00:00+00:00,2022-06-05T22:00:00+00:00,2022-06-06T00:00:00+00:00,17533,17534,17536,29972.1,29799.4,172.6999999999971,1.0,30144.799999999996,win,tp,1,3,29937.125,29870.0375,0.22459797715353202,0.2593317802162165,0.12521913348359628,180.76634176546446,0.6036107914365622,172.5,0.5760080140245429,18.0,0.06010518407212623,24.5,130.0,0.08180983387594958,0.4340929960764671,0.8579710144927536,0.06014133213050332,-0.12672791849394072,0.298072575648467,56.982545999997704,30392.0,29523.5,0.4881980426021877,1.484264128892228,1.415811002587862,0.39123177719212804,5.0,1.4625559357725717,1,5.0,1.4625559357725717,1
1h,BTC_USDT,PFR,long,2022-06-06T13:00:00+00:00,2022-06-06T14:00:00+00:00,2022-06-06T15:00:00+00:00,17549,17550,17551,31522.6,31246.9,275.6999999999971,1.0,31798.299999999996,loss,sl,1,2,31394.5625,30009.6,4.615064845915979,4.7581440605672904,0.11192842942345925,225.00368375403616,0.7157174831142303,275.5,0.8763419483101392,38.0,0.12087475149105367,85.0,152.5,0.2703777335984095,0.485089463220676,0.691470054446461,0.12102103536679731,-0.10962125063548323,-0.05881230925737224,78.20512060524554,31584.0,29799.5,0.9179041748388904,0.46600397614314115,5.210337972166998,1.222485094311171,2.0,0.46384245187436673,1,2.0,0.46384245187436673,1
1h,BTC_USDT,PFR,long,2022-06-08T01:00:00+00:00,2022-06-08T02:00:00+00:00,2022-06-08T03:00:00+00:00,17585,17586,17587,31227.6,30735.9,491.6999999999971,1.0,31719.299999999996,loss,sl,1,2,31068.375,30336.1125,2.4138310404802223,2.557636546212046,0.47730779120596556,408.1401546312965,1.311841587269531,491.5,1.57977629210594,32.5,0.10446130110568269,115.5,343.5,0.3712393931601954,1.1040755978400616,0.7650050864699899,0.10457053684904682,-0.4670804274105822,-0.7734137045719125,65.17475679470968,31595.0,29325.0,0.7872246696035242,1.5524556441244535,5.743764463872461,0.39370471310914323,5.0,1.5287228991929103,1,5.0,1.5287228991929103,1
1h,BTC_USDT,DL,long,2022-06-24T04:00:00+00:00,2022-06-24T05:00:00+00:00,2022-06-24T05:00:00+00:00,17972,17973,17973,21145.1,20969.4,175.6999999999971,1.0,21320.799999999996,loss,sl,1,1,21008.625,20641.35,1.779316759804962,1.931317476812328,0.13931796577946767,274.3631357724215,1.3040072992985814,175.5,0.8341254752851711,26.5,0.12595057034220533,78.5,70.5,0.37309885931558934,0.3350760456273764,0.4017094017094017,-0.1257921344314461,0.007129785868764671,-0.2701805943973068,59.45282759355735,21365.0,20161.0,0.7300664451827242,1.5446768060836502,4.177756653992396,-0.6877653876808983,2.0,1.5211794991809033,1,2.0,1.5211794991809033,1
1h,BTC_USDT,PFR,long,2022-07-03T23:00:00+00:00,2022-07-04T00:00:00+00:00,2022-07-04T01:00:00+00:00,18207,18208,18209,19330.1,19199.4,130.6999999999971,1.0,19460.799999999996,loss,sl,1,2,19299.625,19278.7125,0.10847456747953757,0.1415421283967928,0.17546358644980833,169.8869495610519,0.8799696962656786,130.5,0.6759556614523982,13.5,0.069926447736455,24.0,93.0,0.12431368486480886,0.48171552885113433,0.8160919540229885,0.06997537903330464,-0.6586394977873833,0.40826940579898885,55.01908642397176,19645.0,18782.0,0.6071842410196987,1.7559307987154253,2.714182119548327,-0.5505871254332839,3.0,1.725629931280224,1,3.0,1.725629931280224,1
1h,BTC_USDT,PFR,long,2022-07-04T14:00:00+00:00,2022-07-04T15:00:00+00:00,2022-07-04T15:00:00+00:00,18222,18223,18223,19639.1,19497.4,141.6999999999971,1.0,19780.799999999996,win,tp,1,1,19460.875,19256.5,1.0613299405395582,1.7890063095578117,0.3246007856742003,170.85962358131724,0.8716882994812368,141.5,0.7219019437783787,78.0,0.3979388806693536,38.0,25.5,0.19386765981327483,0.13009540329575023,0.7314487632508834,0.3995287609486198,-0.9850474843402734,1.2605259079402797,61.55288527043741,19876.0,19050.0,0.6670702179176755,1.4029896433855416,2.811081067292485,-0.5988254463725425,2.0,1.3835781847454216,1,2.0,1.3835781847454216,1
1h,BTC_USDT,DL,long,2022-07-04T20:00:00+00:00,2022-07-04T21:00:00+00:00,2022-07-04T21:00:00+00:00,18228,18229,18229,19869.1,19730.4,138.6999999999971,1.0,20007.799999999996,win,tp,1,1,19756.75,19292.975,2.4038542526489644,2.4932650355893866,0.04677859815919894,194.94559410286567,0.985868282102082,138.5,0.7004146859512491,49.5,0.2503287144735511,45.5,43.5,0.23010013148578942,0.21998583999190854,0.3140794223826715,-0.2497036345751269,-0.5732099758648412,-0.08842179723618226,61.29815047288581,20120.0,19050.0,0.6766355140186916,1.7497724284413878,3.661373520784869,-0.6557881644040627,5.0,1.7196819085487078,1,5.0,1.7196819085487078,1
1h,BTC_USDT,DL,long,2022-07-05T02:00:00+00:00,2022-07-05T03:00:00+00:00,2022-07-05T05:00:00+00:00,18234,18235,18237,20297.1,20151.9,145.1999999999971,1.0,20442.299999999996,win,tp,1,3,20096.25,19352.925,3.8408922682230244,4.216804436538666,0.15463086915563487,213.2085683136463,1.0571102598723106,145.0,0.7189250830482423,123.0,0.6098467945857504,5.0,17.0,0.024790520105111805,0.08428776835738014,0.11724137931034483,-0.6061502069781177,-0.2916749060707935,1.1129493156865733,64.81096310151582,20468.0,19074.0,0.7855093256814921,1.4824731022856859,5.4291239030194856,-0.5546724217223132,2.0,1.4608168848934924,1,2.0,1.4608168848934924,1
1h,BTC_USDT,PFR,long,2022-07-06T12:00:00+00:00,2022-07-06T13:00:00+00:00,2022-07-06T18:00:00+00:00,18268,18269,18274,20180.6,19952.4,228.1999999999971,1.0,20408.799999999996,win,tp,1,6,20126.25,19674.94375,2.293812148764092,2.3891110235067456,0.022338049143708114,244.23090637852516,1.212364886465749,228.0,1.131794489947878,47.5,0.23579051873914122,35.5,145.0,0.1762223876892529,0.7197815835194837,0.8442982456140351,0.23634780445329628,-0.23523585489662047,-0.029775197260684116,54.368193618384936,20745.5,19532.5,0.5049464138499588,2.9808885579548274,3.0404566890047158,0.17663020193866347,16.0,2.8946036489841167,1,16.0,2.8946036489841167,1
1h,BTC_USDT,PFR,long,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-07T14:00:00+00:00,18293,18294,18294,20546.6,20367.9,178.6999999999971,1.0,20725.299999999996,win,tp,1,1,20473.0,20063.65,2.040256882471527,2.3343210233432026,0.06240259107734269,164.4509589497098,0.8009495370626816,178.5,0.8693746347165401,109.5,0.5333138515488018,14.5,54.5,0.07062146892655367,0.2654393142411845,0.9187675070028011,0.5361733382298839,0.19030888596105466,0.08286619546673535,58.343143840758955,20666.0,20178.0,0.7254098360655737,0.6526397818040133,1.7241379310344827,0.5286820546583139,14.0,0.6484080131617149,1,14.0,0.6484080131617149,1
1h,BTC_USDT,PFR,long,2022-07-14T20:00:00+00:00,2022-07-14T21:00:00+00:00,2022-07-14T21:00:00+00:00,18468,18469,18469,20701.1,20517.4,183.6999999999971,1.0,20884.799999999996,loss,sl,1,1,20363.75,19896.85,2.346602602924591,3.9008687304774448,0.5423741111594834,269.28986537214547,1.3026162887444757,183.5,0.8876312097905481,70.5,0.3410245247424176,28.0,85.0,0.13544236443670488,0.4111643206114255,0.8474114441416893,0.3421914816163163,-0.23405641483483786,1.4476396113455747,65.94536829435734,20897.0,19609.5,0.8260194174757282,1.083538915493639,5.1443912349441305,-0.7535687686125877,1.0,1.0719241996458821,1,1.0,1.0719241996458821,1
1h,BTC_USDT,DL,long,2022-07-15T11:00:00+00:00,2022-07-15T12:00:00+00:00,2022-07-15T16:00:00+00:00,18483,18484,18488,20938.6,20751.4,187.1999999999971,1.0,21125.799999999996,loss,sl,1,5,20746.5625,19973.91875,3.8682632069883596,3.960571082226913,0.09902480134842283,231.39020860031002,1.1143279971120155,187.0,0.9005538165181796,95.5,0.4599084998796051,78.0,13.5,0.37563207320009634,0.06501324343847821,0.07219251336898395,-0.4578030248555853,-0.41961395516124655,0.8401320901320952,59.26049615654535,21035.5,20141.5,0.6974272930648769,1.3026727666746931,3.002648687695642,-0.3295398454395742,2.0,1.2859214185543486,1,2.0,1.2859214185543486,1
1h,BTC_USDT,PFR,long,2022-07-16T20:00:00+00:00,2022-07-16T21:00:00+00:00,2022-07-17T06:00:00+00:00,18516,18517,18526,21217.1,20899.4,317.6999999999971,1.0,21534.799999999996,win,tp,1,10,21116.625,20469.325,3.1622928455139547,3.586708403916589,0.3068479260499446,204.8738923893343,0.9662267662854447,317.5,1.497394298111161,17.0,0.08017544273351097,13.5,287.0,0.06366873393543518,1.3535501214422148,0.9574803149606299,0.0802397753286277,-0.17184557438795212,1.2922180289494989,62.19126365909192,21579.0,20476.0,0.6595648232094289,1.7709340439078454,3.431037328742896,0.8594594697767562,3.0,1.740117707029983,1,3.0,1.740117707029983,1
1h,BTC_USDT,DL,long,2022-07-19T20:00:00+00:00,2022-07-19T21:00:00+00:00,2022-07-19T21:00:00+00:00,18588,18589,18589,23427.6,23150.4,277.1999999999971,1.0,23704.799999999996,win,tp,1,1,23100.5,21710.81875,6.400869842828942,7.301342562219132,0.6047175480769231,372.20225195257046,1.5977088425161852,277.0,1.1890453296703296,91.5,0.3927712912087912,40.0,145.5,0.1717032967032967,0.6245707417582418,0.5252707581227437,-0.39123463388561763,-0.6545981790656463,0.7743219275857527,70.87407382411378,23692.0,21575.0,0.8129428436466698,1.6998626373626373,7.387534340659341,-0.48969951474862977,1.0,1.6714502785750465,1,1.0,1.6714502785750465,1
1h,BTC_USDT,DL,long,2022-07-21T22:00:00+00:00,2022-07-21T23:00:00+00:00,2022-07-22T03:00:00+00:00,18638,18639,18643,23214.1,22933.4,280.6999999999971,1.0,23494.799999999996,loss,sl,1,5,22994.0625,22883.59375,0.4827421392236523,0.5567580485473353,0.24906566424753382,300.52603414705385,1.3060103174440654,280.5,1.2189822258919647,186.0,0.8083090695754205,17.0,77.5,0.07387771066011907,0.3367954456564252,0.27629233511586454,-0.8018278225632613,-0.7718844329452357,0.6869694583005126,49.92587738302674,23295.0,22343.5,0.7015239096163952,1.2341923427925774,2.900786580331146,-0.456604916484355,31.0,5.165983226524347,1,31.0,5.165983226524347,1
1h,BTC_USDT,DL,long,2022-07-28T01:00:00+00:00,2022-07-28T02:00:00+00:00,2022-07-28T02:00:00+00:00,18785,18786,18786,22794.6,22714.4,80.19999999999709,1.0,22874.799999999996,loss,sl,1,1,22762.3125,21654.46875,5.1160052125499496,5.123798061312403,0.6323031980319803,249.67896637401932,1.096814999007289,80.0,0.3514320857494289,14.5,0.063697065542084,16.0,49.5,0.07028641714988579,0.2174486030574591,0.61875,-0.06365651820795515,-0.4460771451062717,-0.019764147835821255,75.66308301265025,23097.5,21103.0,0.8327901729756831,1.4650325074679318,7.296608680372518,-0.6125148610599268,6.0,1.4438792077064617,1,6.0,1.4438792077064617,1
1h,BTC_USDT,PFR,long,2022-07-28T05:00:00+00:00,2022-07-28T06:00:00+00:00,2022-07-28T07:00:00+00:00,18789,18790,18791,23250.1,23028.4,221.6999999999971,1.0,23471.799999999996,loss,sl,1,2,23006.3125,21676.80625,6.133312420043421,7.1744597984769936,0.3029226928374656,266.06878536569053,1.1452685320492877,221.5,0.9534263085399449,169.5,0.7295971074380165,18.0,34.0,0.07747933884297521,0.14634986225895316,0.9187358916478555,0.7349593495934892,-0.19332388194355232,1.99091248326273,75.56692504661584,23454.0,21103.0,0.9055720969800085,0.9555785123966941,9.164084022038567,-0.21927728741051516,3.0,0.9465336403172167,1,3.0,0.9465336403172167,1
